time_utc,time_utc_plus_03,kind,actor,number,sha,direct_pr,title
2026-06-11T18:03:57+00:00,2026-06-11T21:03:57+03:00,commit,unidel2035,,6b9dc57a,,feat(atex): плавающий обед в планировании резок (#3342) (#3343)
2026-06-11T18:03:58+00:00,2026-06-11T21:03:58+03:00,pr_merged,unidel2035,3343,,yes,feat(atex): плавающий обед в планировании резок (#3342)
2026-06-11T18:04:22+00:00,2026-06-11T21:04:22+03:00,pr_created,unidel2035,3344,,yes,feat(atex): «Календарь занятости станков» — отдельное полноэкранное РМ (#3339)
2026-06-11T18:51:31+00:00,2026-06-11T21:51:31+03:00,commit,unidel2035,,b08e0824,,feat(atex): «Календарь занятости станков» — отдельное полноэкранное рабочее место (#3339) (#3344)
2026-06-11T18:51:32+00:00,2026-06-11T21:51:32+03:00,pr_merged,unidel2035,3344,,yes,feat(atex): «Календарь занятости станков» — отдельное полноэкранное РМ (#3339)
2026-06-11T19:53:37+00:00,2026-06-11T22:53:37+03:00,issue,ideav,3345,,,templates/atex/slitter.html Доработки
2026-06-11T19:54:46+00:00,2026-06-11T22:54:46+03:00,pr_created,konard,3346,,yes,Доработать пульт слиттера для смены и партий сырья
2026-06-11T20:59:15+00:00,2026-06-11T23:59:15+03:00,commit,konard,,41123e0f,,Доработать пульт слиттера для смены и партий сырья (#3346)
2026-06-11T20:59:16+00:00,2026-06-11T23:59:16+03:00,pr_merged,konard,3346,,yes,Доработать пульт слиттера для смены и партий сырья
2026-06-11T21:05:08+00:00,2026-06-12T00:05:08+03:00,issue,ideav,3347,,,https://github.com/ideav/crm/pull/3344 Изменения структуры календаря
2026-06-11T21:37:20+00:00,2026-06-12T00:37:20+03:00,issue,ideav,3348,,,"templates/atex/slitter.html не вижу открытой смены после попытки её открыть, но записи в событиях смены создаются"
2026-06-12T04:55:10+00:00,2026-06-12T07:55:10+03:00,issue,ideav,3349,,,"templates/atex/production-planning.html При смене ""Дата плана"" очищать панель Связанные позиции"
2026-06-12T04:59:17+00:00,2026-06-12T07:59:17+03:00,pr_created,alekseymavai,3350,,yes,"fix(atex): planned start time, day limit, deadlines, strip purpose (#3278)"
2026-06-12T05:12:13+00:00,2026-06-12T08:12:13+03:00,pr_created,alekseymavai,3351,,yes,"fix(atex): linked positions clear, shift open detection, compact week-grid calendar (#3347 #3348 #3349)"
2026-06-12T05:16:48+00:00,2026-06-12T08:16:48+03:00,commit,alekseymavai,,ee24b3ff,,"fix(atex): clear linked positions on date change, shift open detection, compact week-grid calendar (#3347 #3348 #3349) (#3351)"
2026-06-12T05:16:49+00:00,2026-06-12T08:16:49+03:00,pr_merged,alekseymavai,3351,,yes,"fix(atex): linked positions clear, shift open detection, compact week-grid calendar (#3347 #3348 #3349)"
2026-06-12T06:59:21+00:00,2026-06-12T09:59:21+03:00,issue,ideav,3352,,,https://github.com/ideav/crm/issues/3348 — slitter.html: не вижу открытой смены - так и не исправилось
2026-06-12T07:16:52+00:00,2026-06-12T10:16:52+03:00,pr_created,alekseymavai,3353,,yes,fix(atex): slitter planDate fallback to row[0] (#3352)
2026-06-12T07:55:26+00:00,2026-06-12T10:55:26+03:00,pr_merged,alekseymavai,3353,,yes,fix(atex): slitter planDate fallback to row[0] (#3352)
2026-06-12T07:55:26+00:00,2026-06-12T10:55:26+03:00,commit,alekseymavai,,40b0c71c,,fix(atex): slitter planDate fallback to row[0] when column not in meta.reqs (#3352) (#3353)
2026-06-12T08:24:05+00:00,2026-06-12T11:24:05+03:00,issue,ideav,3354,,,templates/atex/production-planning.html исправления 12.06
2026-06-12T12:35:01+00:00,2026-06-12T15:35:01+03:00,pr_created,unidel2035,3355,,yes,fix(ui): хранить настройки интерфейса в localStorage вместо cookie (HTTP 400 — раздутый Cookie)
2026-06-12T13:03:15+00:00,2026-06-12T16:03:15+03:00,commit,unidel2035,,7d277f2e,,fix(ui): хранить настройки интерфейса в localStorage вместо cookie (HTTP 400 — раздутый Cookie) (#3355)
2026-06-12T13:03:16+00:00,2026-06-12T16:03:16+03:00,pr_merged,unidel2035,3355,,yes,fix(ui): хранить настройки интерфейса в localStorage вместо cookie (HTTP 400 — раздутый Cookie)
2026-06-12T14:22:49+00:00,2026-06-12T17:22:49+03:00,issue,ideav,3356,,,templates/upload.html Не подхватывается последняя колонка данных
2026-06-12T15:36:44+00:00,2026-06-12T18:36:44+03:00,issue,ideav,3358,,,"templates/upload.html Дубль колонки и дефекты после добавления колонки в таблицу, для которой сохранена настройка импорта"
2026-06-13T15:20:38+00:00,2026-06-13T18:20:38+03:00,issue,ideav,3372,,,templates/atex/production-planning.html Добавлена таблица Фактическая ширина резки - учесть при планировании резок
2026-06-13T16:00:42+00:00,2026-06-13T19:00:42+03:00,pr_created,unidel2035,3373,,yes,feat(#3372): фактическая ширина резки в планировании производства
2026-06-13T19:40:44+00:00,2026-06-13T22:40:44+03:00,pr_merged,unidel2035,3373,,yes,feat(#3372): фактическая ширина резки в планировании производства
2026-06-13T19:40:44+00:00,2026-06-13T22:40:44+03:00,commit,unidel2035,,9ee84257,,feat(#3372): фактическая ширина резки в планировании производства (#3373)
2026-06-13T21:08:22+00:00,2026-06-14T00:08:22+03:00,issue,ideav,3375,,,docs/integram-app-workflow.md Разработать защиту от такого и подобных запросов
2026-06-13T22:34:20+00:00,2026-06-14T01:34:20+03:00,pr_created,konard,3379,,,docs(#3375): защита от кросс-базовой агрегации секретов и вредоносных запросов
2026-06-14T04:30:01+00:00,2026-06-14T07:30:01+03:00,pr_merged,konard,3379,,,docs(#3375): защита от кросс-базовой агрегации секретов и вредоносных запросов
2026-06-14T05:59:31+00:00,2026-06-14T08:59:31+03:00,pr_created,konard,3381,,yes,feat(atex): редизайн карточки .atex-pp-cut и фиксы выбора/панели полос (#3354)
2026-06-14T06:37:16+00:00,2026-06-14T09:37:16+03:00,pr_merged,konard,3381,,yes,feat(atex): редизайн карточки .atex-pp-cut и фиксы выбора/панели полос (#3354)
2026-06-14T06:37:16+00:00,2026-06-14T09:37:16+03:00,commit,konard,,b6e574ec,,feat(atex): редизайн карточки .atex-pp-cut и фиксы выбора/панели полос (#3354) (#3381)
2026-06-14T14:03:48+00:00,2026-06-14T17:03:48+03:00,issue,ideav,3389,,,"templates/upload.html строки с первым пустым значением пропускаются, хотя я его не использую в загрузке"
2026-06-14T16:15:46+00:00,2026-06-14T19:15:46+03:00,issue,ideav,3391,,,templates/atex/production-planning.html Учитывать максимально допустимый запас при планировании резок
2026-06-14T17:31:22+00:00,2026-06-14T20:31:22+03:00,issue,ideav,3392,,,"templates/main.html Скрыть старый ИИ-чат, создать новый - упрощенный"
2026-06-14T18:04:21+00:00,2026-06-14T21:04:21+03:00,pr_created,konard,3395,,yes,feat(atex): учитывать «Максимальный запас» при планировании резок (#3391)
2026-06-14T18:04:29+00:00,2026-06-14T21:04:29+03:00,pr_created,konard,3396,,,"templates/main.html: скрыть старый ИИ-чат, добавить упрощённый ИИ-агент с проверкой оплаты (#3392)"
2026-06-14T18:30:16+00:00,2026-06-14T21:30:16+03:00,pr_merged,konard,3395,,yes,feat(atex): учитывать «Максимальный запас» при планировании резок (#3391)
2026-06-14T18:30:16+00:00,2026-06-14T21:30:16+03:00,commit,konard,,a7ef65a8,,feat(atex): учитывать «Максимальный запас» при планировании резок (#3391) (#3395)
2026-06-14T18:31:47+00:00,2026-06-14T21:31:47+03:00,pr_merged,konard,3396,,,"templates/main.html: скрыть старый ИИ-чат, добавить упрощённый ИИ-агент с проверкой оплаты (#3392)"
2026-06-14T18:52:01+00:00,2026-06-14T21:52:01+03:00,issue,ideav,3397,,,https://github.com/ideav/crm/pull/3396 Исправить прилагаемый main.html для поддержки нового чата
2026-06-14T18:53:29+00:00,2026-06-14T21:53:29+03:00,pr_created,konard,3398,,yes,"feat(atex,ru): мигрировать брендированные шаблоны на упрощённый ИИ-агент (#3392)"
2026-06-14T19:06:06+00:00,2026-06-14T22:06:06+03:00,pr_merged,konard,3398,,yes,"feat(atex,ru): мигрировать брендированные шаблоны на упрощённый ИИ-агент (#3392)"
2026-06-14T19:06:06+00:00,2026-06-14T22:06:06+03:00,commit,konard,,7ada2211,,"feat(atex,ru): мигрировать брендированные шаблоны на упрощённый ИИ-агент (#3392) (#3398)"
2026-06-14T19:26:01+00:00,2026-06-14T22:26:01+03:00,issue,ideav,3401,,,"download/atex/js/production-planning.js Лидер учитывать в каждую резку - добавлять время Лидер перед резкой не 1 раз, а на каждую резку"
2026-06-14T19:27:42+00:00,2026-06-14T22:27:42+03:00,pr_created,konard,3402,,yes,fix(atex): учитывать лидер BETWEEN_CUTS на каждую резку цуга (#3401)
2026-06-14T19:44:20+00:00,2026-06-14T22:44:20+03:00,commit,konard,,7c28c805,,fix(atex): учитывать лидер BETWEEN_CUTS на каждую резку цуга (#3401) (#3402)
2026-06-14T19:44:21+00:00,2026-06-14T22:44:21+03:00,pr_merged,konard,3402,,yes,fix(atex): учитывать лидер BETWEEN_CUTS на каждую резку цуга (#3401)
2026-06-14T20:54:04+00:00,2026-06-14T23:54:04+03:00,issue,ideav,3406,,,download/atex/js/production-planning.js Исправления 14.06
2026-06-14T20:55:02+00:00,2026-06-14T23:55:02+03:00,pr_created,konard,3407,,yes,"fix(atex): количество позиции в связях, обновление связей по клику панели полос, дефис по центру (#3406)"
2026-06-14T21:37:51+00:00,2026-06-15T00:37:51+03:00,pr_merged,konard,3407,,yes,"fix(atex): количество позиции в связях, обновление связей по клику панели полос, дефис по центру (#3406)"
2026-06-14T21:37:51+00:00,2026-06-15T00:37:51+03:00,commit,konard,,2df6a79c,,"fix(atex): количество позиции в связях, обновление связей по клику панели полос, дефис по центру (#3406) (#3407)"
2026-06-14T21:40:46+00:00,2026-06-15T00:40:46+03:00,issue,ideav,3408,,,"download/atex/js/production-planning.js  В .atex-pp-strip-row сначала писать номинал, а потом реальные миллиметры размеров"
2026-06-14T21:42:23+00:00,2026-06-15T00:42:23+03:00,pr_created,konard,3409,,yes,"fix(atex): сводка полос — сначала номинал, потом реальные мм ширины (#3408)"
2026-06-15T05:19:41+00:00,2026-06-15T08:19:41+03:00,pr_merged,konard,3409,,yes,"fix(atex): сводка полос — сначала номинал, потом реальные мм ширины (#3408)"
2026-06-15T05:19:41+00:00,2026-06-15T08:19:41+03:00,commit,konard,,953fbdcb,,"fix(atex): сводка полос — сначала номинал, потом реальные мм ширины (#3408) (#3409)"
2026-06-15T06:14:23+00:00,2026-06-15T09:14:23+03:00,issue,ideav,3411,,,download/atex/js/production-planning.js Доработки
2026-06-15T06:36:50+00:00,2026-06-15T09:36:50+03:00,issue,ideav,3412,,,"download/atex/js/production-planning.js Почему тут ножи идут по возрастанию количества? Три резки: 6, 16, 16"
2026-06-15T06:57:50+00:00,2026-06-15T09:57:50+03:00,pr_created,konard,3414,,yes,download/atex/js/production-planning.js: быстрый поиск и очистка связей при смене станка (#3411)
2026-06-15T06:57:55+00:00,2026-06-15T09:57:55+03:00,pr_created,konard,3415,,yes,fix(atex): очередь резок — ножи по убыванию при равной переналадке (#3412)
2026-06-15T07:18:58+00:00,2026-06-15T10:18:58+03:00,commit,konard,,21178afd,,fix(atex): очередь резок — ножи по убыванию при равной переналадке (#3412) (#3415)
2026-06-15T07:18:59+00:00,2026-06-15T10:18:59+03:00,pr_merged,konard,3415,,yes,fix(atex): очередь резок — ножи по убыванию при равной переналадке (#3412)
2026-06-15T07:19:12+00:00,2026-06-15T10:19:12+03:00,commit,konard,,c261c3ba,,download/atex/js/production-planning.js: быстрый поиск и очистка связей при смене станка (#3411) (#3414)
2026-06-15T07:19:13+00:00,2026-06-15T10:19:13+03:00,pr_merged,konard,3414,,yes,download/atex/js/production-planning.js: быстрый поиск и очистка связей при смене станка (#3411)
2026-06-15T08:16:18+00:00,2026-06-15T11:16:18+03:00,issue,ideav,3418,,,https://github.com/ideav/crm/pull/3415 Все равно по возрастанию - прилагаю лог и список позиций из report/positions_list?JSON_KV
2026-06-15T08:36:57+00:00,2026-06-15T11:36:57+03:00,pr_created,unidel2035,3419,,,fix(atex): пробить VERSION → клиенты получают исправленную очередь резок (#3418)
2026-06-15T11:33:37+00:00,2026-06-15T14:33:37+03:00,pr_merged,unidel2035,3419,,,fix(atex): пробить VERSION → клиенты получают исправленную очередь резок (#3418)
2026-06-15T20:21:54+00:00,2026-06-15T23:21:54+03:00,pr_created,unidel2035,3420,,yes,fix(atex): кнопка «Автопланирование» — пересборка очереди существующих резок (#3418)
2026-06-15T20:37:41+00:00,2026-06-15T23:37:41+03:00,pr_merged,unidel2035,3420,,yes,fix(atex): кнопка «Автопланирование» — пересборка очереди существующих резок (#3418)
2026-06-15T20:37:41+00:00,2026-06-15T23:37:41+03:00,commit,unidel2035,,43980f4f,,fix(atex): кнопка «Автопланирование» — пересборка очереди существующих резок (#3418) (#3420)
2026-06-15T20:59:25+00:00,2026-06-15T23:59:25+03:00,issue,ideav,3421,,,"https://github.com/ideav/crm/pull/3420 Убрать Автопланирование, сделать чтобы сразу планировалось нормально"
2026-06-15T21:16:55+00:00,2026-06-16T00:16:55+03:00,pr_created,unidel2035,3422,,yes,"fix(atex): генерация строит очередь по SETUP (ножи по убыванию), без кнопки автопланирования (#3421)"
2026-06-15T21:27:20+00:00,2026-06-16T00:27:20+03:00,pr_merged,unidel2035,3422,,yes,"fix(atex): генерация строит очередь по SETUP (ножи по убыванию), без кнопки автопланирования (#3421)"
2026-06-15T21:27:20+00:00,2026-06-16T00:27:20+03:00,commit,unidel2035,,a3ec2364,,"fix(atex): генерация резок строит очередь по SETUP (ножи по убыванию), без кнопки автопланирования (#3421) (#3422)"
2026-06-15T21:32:54+00:00,2026-06-16T00:32:54+03:00,issue,ideav,3423,,,"download/atex/js/production-planning.js В заказе 3089: · 60мм * 300м · 60 шт., почему нарезано 210?"
2026-06-15T21:45:06+00:00,2026-06-16T00:45:06+03:00,issue,ideav,3424,,,download/atex/js/production-planning.js Заглядывать в будущее и предлагать подождать/ускорить согласование заказов
2026-06-15T22:21:01+00:00,2026-06-16T01:21:01+03:00,pr_created,unidel2035,3426,,yes,"fix(atex): резать незапасные комбинации под заказ, а не раздувать в отход (#3423)"
2026-06-16T05:27:43+00:00,2026-06-16T08:27:43+03:00,pr_merged,unidel2035,3426,,yes,"fix(atex): резать незапасные комбинации под заказ, а не раздувать в отход (#3423)"
2026-06-16T05:27:43+00:00,2026-06-16T08:27:43+03:00,commit,unidel2035,,97771beb,,"fix(atex): резать незапасные комбинации под заказ, а не раздувать в отход (#3423) (#3426)"
2026-06-16T07:39:36+00:00,2026-06-16T10:39:36+03:00,issue,ideav,3427,,,download/atex/js/production-planning.js Повторная генерация резок - дефект
2026-06-16T07:53:19+00:00,2026-06-16T10:53:19+03:00,pr_created,unidel2035,3428,,yes,fix(atex): повторная генерация резок идемпотентна — не пересоздавать продолжения (#3427)
2026-06-16T07:59:23+00:00,2026-06-16T10:59:23+03:00,commit,unidel2035,,82c3a5f6,,fix(atex): повторная генерация резок идемпотентна — не пересоздавать продолжения (#3427) (#3428)
2026-06-16T07:59:24+00:00,2026-06-16T10:59:24+03:00,pr_merged,unidel2035,3428,,yes,fix(atex): повторная генерация резок идемпотентна — не пересоздавать продолжения (#3427)
2026-06-16T09:03:16+00:00,2026-06-16T12:03:16+03:00,issue,ideav,3429,,,"download/atex/js/production-planning.js Когда я что-то набираю в .atex-pp-search и срабатывает фильтр, это поле не должно терять фокус"
2026-06-16T09:07:43+00:00,2026-06-16T12:07:43+03:00,pr_created,unidel2035,3430,,yes,fix(atex): поле поиска не теряет фокус при наборе (#3429)
2026-06-16T09:10:03+00:00,2026-06-16T12:10:03+03:00,issue,ideav,3431,,,download/atex/js/production-planning.js Изменение расчета полос и рулонов в таблицу Партия ГП
2026-06-16T09:26:28+00:00,2026-06-16T12:26:28+03:00,pr_created,unidel2035,3432,,yes,fix(atex): «Партия ГП» — «Кол-во полос» (за проход) и «Кол-во рулонов» = полосы × проходов (#3431)
2026-06-16T09:47:28+00:00,2026-06-16T12:47:28+03:00,commit,unidel2035,,20642dfe,,fix(atex): «Партия ГП» — «Кол-во полос» (за проход) и «Кол-во рулонов» = полосы × проходов (#3431) (#3432)
2026-06-16T09:47:29+00:00,2026-06-16T12:47:29+03:00,pr_merged,unidel2035,3432,,yes,fix(atex): «Партия ГП» — «Кол-во полос» (за проход) и «Кол-во рулонов» = полосы × проходов (#3431)
2026-06-16T09:47:42+00:00,2026-06-16T12:47:42+03:00,commit,unidel2035,,b6816b49,,fix(atex): поле поиска не теряет фокус при наборе (#3429) (#3430)
2026-06-16T09:47:43+00:00,2026-06-16T12:47:43+03:00,pr_merged,unidel2035,3430,,yes,fix(atex): поле поиска не теряет фокус при наборе (#3429)
2026-06-16T12:57:24+00:00,2026-06-16T15:57:24+03:00,issue,ideav,3433,,,download/atex/js/production-planning.js Разделение план и факт рулонов в Партия ГП
2026-06-16T14:20:15+00:00,2026-06-16T17:20:15+03:00,pr_created,unidel2035,3434,,yes,feat(atex): разделение план/спрос/факт рулонов в «Партии ГП» (#3433)
2026-06-16T14:25:09+00:00,2026-06-16T17:25:09+03:00,commit,unidel2035,,b8f03303,,feat(atex): разделение план/спрос/факт рулонов в «Партии ГП» (#3433) (#3434)
2026-06-16T14:25:10+00:00,2026-06-16T17:25:10+03:00,pr_merged,unidel2035,3434,,yes,feat(atex): разделение план/спрос/факт рулонов в «Партии ГП» (#3433)
2026-06-16T14:44:27+00:00,2026-06-16T17:44:27+03:00,issue,ideav,3435,,,https://github.com/ideav/crm/issues/3433 Не заполнен ID заказа у Партий ГП
2026-06-16T15:13:48+00:00,2026-06-16T18:13:48+03:00,pr_created,unidel2035,3436,,yes,fix(atex): «ID заказа» для партий на несколько заказов (#3435) + жёлтая плашка подтверждения
2026-06-16T15:15:37+00:00,2026-06-16T18:15:37+03:00,pr_merged,unidel2035,3436,,yes,fix(atex): «ID заказа» для партий на несколько заказов (#3435) + жёлтая плашка подтверждения
2026-06-16T15:15:37+00:00,2026-06-16T18:15:37+03:00,commit,unidel2035,,c0c1a8e7,,fix(atex): «ID заказа» для партий на несколько заказов (#3435) + жёлтая плашка подтверждения (#3436)
2026-06-16T15:23:09+00:00,2026-06-16T18:23:09+03:00,pr_created,ideav,3437,,yes,"Revert ""fix(atex): «ID заказа» для партий на несколько заказов (#3435) + жёлтая плашка подтверждения"""
2026-06-16T15:46:42+00:00,2026-06-16T18:46:42+03:00,pr_merged,ideav,3437,,yes,"Revert ""fix(atex): «ID заказа» для партий на несколько заказов (#3435) + жёлтая плашка подтверждения"""
2026-06-16T15:46:42+00:00,2026-06-16T18:46:42+03:00,commit,ideav,,e565f773,,"Revert ""fix(atex): «ID заказа» для партий на несколько заказов (#3435) + жёлт…"" (#3437)"
2026-06-16T15:50:00+00:00,2026-06-16T18:50:00+03:00,pr_created,ideav,3438,,yes,"Revert ""Revert ""fix(atex): «ID заказа» для партий на несколько заказов (#3435) + жёлтая плашка подтверждения"""""
2026-06-16T15:50:09+00:00,2026-06-16T18:50:09+03:00,pr_merged,ideav,3438,,yes,"Revert ""Revert ""fix(atex): «ID заказа» для партий на несколько заказов (#3435) + жёлтая плашка подтверждения"""""
2026-06-16T15:50:09+00:00,2026-06-16T18:50:09+03:00,commit,ideav,,6ea8a85b,,"Revert ""Revert ""fix(atex): «ID заказа» для партий на несколько заказов (#3435…"" (#3438)"
2026-06-16T15:54:05+00:00,2026-06-16T18:54:05+03:00,pr_created,unidel2035,3439,,,fix(atex): пробить VERSION 15→16 — клиенты подтянут жёлтую плашку подтверждения
2026-06-16T16:19:25+00:00,2026-06-16T19:19:25+03:00,pr_merged,unidel2035,3439,,,fix(atex): пробить VERSION 15→16 — клиенты подтянут жёлтую плашку подтверждения
2026-06-16T16:38:05+00:00,2026-06-16T19:38:05+03:00,issue,ideav,3441,,,https://github.com/ideav/crm/pull/3436 Опять задвоено Кол-во рулонов - разберись
2026-06-16T16:40:10+00:00,2026-06-16T19:40:10+03:00,pr_created,unidel2035,3443,,yes,"fix(atex): опять задвоено «Кол-во рулонов» — обеспечение = заказ, не весь выпуск ширины (#3441)"
2026-06-16T16:41:08+00:00,2026-06-16T19:41:08+03:00,pr_merged,unidel2035,3443,,yes,"fix(atex): опять задвоено «Кол-во рулонов» — обеспечение = заказ, не весь выпуск ширины (#3441)"
2026-06-16T16:41:08+00:00,2026-06-16T19:41:08+03:00,commit,unidel2035,,676d970f,,"fix(atex): опять задвоено «Кол-во рулонов» — обеспечение = заказ, не весь выпуск ширины (#3441) (#3443)"
2026-06-16T17:32:09+00:00,2026-06-16T20:32:09+03:00,issue,ideav,3444,,,download/atex/js/production-planning.js По кнопке Сгенерировать резки вначале перезапрашивать report/positions_list?JSON_KV
2026-06-16T17:51:24+00:00,2026-06-16T20:51:24+03:00,issue,ideav,3445,,,"https://github.com/ideav/crm/pull/3395 Надо сделать проверку, что Максимальный запас не превышен"
2026-06-16T17:54:07+00:00,2026-06-16T20:54:07+03:00,pr_created,unidel2035,3446,,yes,feat(atex): «Сгенерировать резки» перезапрашивает positions_list перед планированием (#3444)
2026-06-16T18:05:29+00:00,2026-06-16T21:05:29+03:00,issue,ideav,3447,,,"templates/atex/orders.html В колонке № надо выводить order_no, а не order_id"
2026-06-16T18:09:23+00:00,2026-06-16T21:09:23+03:00,pr_created,unidel2035,3448,,yes,"fix(atex): в колонке «№» заказов выводить order_no, а не order_id (#3447)"
2026-06-16T18:10:06+00:00,2026-06-16T21:10:06+03:00,commit,unidel2035,,5f14e4e3,,"fix(atex): в колонке «№» заказов выводить order_no, а не order_id (#3447) (#3448)"
2026-06-16T18:10:07+00:00,2026-06-16T21:10:07+03:00,pr_merged,unidel2035,3448,,yes,"fix(atex): в колонке «№» заказов выводить order_no, а не order_id (#3447)"
2026-06-16T18:11:02+00:00,2026-06-16T21:11:02+03:00,pr_merged,unidel2035,3446,,yes,feat(atex): «Сгенерировать резки» перезапрашивает positions_list перед планированием (#3444)
2026-06-16T18:11:02+00:00,2026-06-16T21:11:02+03:00,commit,unidel2035,,6c36b61d,,feat(atex): «Сгенерировать резки» перезапрашивает позиции перед планированием (#3444) (#3446)
2026-06-16T18:21:46+00:00,2026-06-16T21:21:46+03:00,issue,ideav,3449,,,download/atex/js/production-planning.js Не надо перепланировать запланированные резки!
2026-06-16T18:31:05+00:00,2026-06-16T21:31:05+03:00,pr_created,unidel2035,3450,,yes,fix(atex): «Сгенерировать резки» не перепланирует запланированные резки (#3449)
2026-06-16T18:45:45+00:00,2026-06-16T21:45:45+03:00,commit,unidel2035,,60664d5c,,fix(atex): «Сгенерировать резки» не перепланирует запланированные резки (#3449) (#3450)
2026-06-16T18:45:46+00:00,2026-06-16T21:45:46+03:00,pr_merged,unidel2035,3450,,yes,fix(atex): «Сгенерировать резки» не перепланирует запланированные резки (#3449)
2026-06-16T19:03:13+00:00,2026-06-16T22:03:13+03:00,pr_created,unidel2035,3451,,yes,feat(atex): лимит «Максимального запаса» при планировании резок (#3445)
2026-06-16T19:31:08+00:00,2026-06-16T22:31:08+03:00,pr_created,unidel2035,3452,,yes,feat(atex): look-ahead планирования с несогласованными позициями (#3424)
2026-06-16T20:35:11+00:00,2026-06-16T23:35:11+03:00,issue,ideav,3453,,,templates/atex/production-planning.html  Производственная резка получилась с пустой партией сырья - так не должно быть
2026-06-16T20:36:50+00:00,2026-06-16T23:36:50+03:00,issue,ideav,3454,,,"js/integram-table.js Список ссылок на справочник типа DATETIME должен быть в виде дат, а не штампов даты"
2026-06-16T20:44:10+00:00,2026-06-16T23:44:10+03:00,pr_created,unidel2035,3455,,yes,fix(atex): не планировать резки без партии сырья (#3453)
2026-06-16T20:57:44+00:00,2026-06-16T23:57:44+03:00,pr_created,unidel2035,3456,,,"fix(integram-table): список ссылок на справочник DATETIME — даты, а не штампы (#3454)"
2026-06-17T07:46:02+00:00,2026-06-17T10:46:02+03:00,issue,ideav,3457,,,templates/atex/production-planning.html Не применяется Фактическая ширина резки (из table/66190)
2026-06-17T07:56:47+00:00,2026-06-17T10:56:47+03:00,pr_created,unidel2035,3458,,yes,fix(atex): «Сгенерировать резки» не теряет фактическую ширину резки после перезапроса позиций (#3457)
2026-06-17T07:57:53+00:00,2026-06-17T10:57:53+03:00,commit,unidel2035,,32e4aa7b,,fix(atex): «Сгенерировать резки» не теряет фактическую ширину резки после перезапроса позиций (#3457) (#3458)
2026-06-17T07:57:54+00:00,2026-06-17T10:57:54+03:00,pr_merged,unidel2035,3458,,yes,fix(atex): «Сгенерировать резки» не теряет фактическую ширину резки после перезапроса позиций (#3457)
2026-06-17T07:58:11+00:00,2026-06-17T10:58:11+03:00,pr_merged,unidel2035,3456,,,"fix(integram-table): список ссылок на справочник DATETIME — даты, а не штампы (#3454)"
2026-06-17T07:58:37+00:00,2026-06-17T10:58:37+03:00,pr_merged,unidel2035,3455,,yes,fix(atex): не планировать резки без партии сырья (#3453)
2026-06-17T07:58:37+00:00,2026-06-17T10:58:37+03:00,commit,unidel2035,,f37004d8,,fix(atex): не планировать резки без партии сырья (#3453) (#3455)
2026-06-17T13:18:52+00:00,2026-06-17T16:18:52+03:00,issue,ideav,3459,,,https://github.com/ideav/crm/pull/3346 Исправления templates/atex/slitter.html
2026-06-17T13:44:40+00:00,2026-06-17T16:44:40+03:00,issue,ideav,3460,,,templates/atex/slitter.html Исправления
2026-06-17T15:48:11+00:00,2026-06-17T18:48:11+03:00,issue,ideav,3461,,,Семафор
2026-06-18T06:49:00+00:00,2026-06-18T09:49:00+03:00,pr_created,unidel2035,3462,,yes,"Слиттер v2: статусы, события, завершение, блокировка (#3459)"
2026-06-18T06:58:43+00:00,2026-06-18T09:58:43+03:00,pr_created,konard,3463,,yes,"fix(atex): пульт слиттера — время резки, сводка, цветная раскладка ножей, партии сырья (#3460)"
2026-06-18T07:29:31+00:00,2026-06-18T10:29:31+03:00,pr_merged,konard,3463,,yes,"fix(atex): пульт слиттера — время резки, сводка, цветная раскладка ножей, партии сырья (#3460)"
2026-06-18T07:29:31+00:00,2026-06-18T10:29:31+03:00,commit,konard,,ad086ec9,,"fix(atex): пульт слиттера — время резки, сводка, цветная раскладка ножей, партии сырья (#3460) (#3463)"
2026-06-18T10:33:02+00:00,2026-06-18T13:33:02+03:00,pr_merged,unidel2035,3462,,yes,"Слиттер v2: статусы, события, завершение, блокировка (#3459)"
2026-06-18T10:33:02+00:00,2026-06-18T13:33:02+03:00,commit,unidel2035,,f0d0c228,,"feat(atex): упростить пульт слиттера — статусы, события, завершение, блокировка (#3459) (#3462)"
2026-06-18T14:13:20+00:00,2026-06-18T17:13:20+03:00,issue,ideav,3464,,,Переделать регулярку
2026-06-18T15:05:35+00:00,2026-06-18T18:05:35+03:00,issue,ideav,3465,,,templates/atex/ Сделать рабочее место для расчета оптимальной резки
2026-06-18T15:06:52+00:00,2026-06-18T18:06:52+03:00,pr_created,konard,3466,,yes,feat(atex): рабочее место «Расчёт оптимальной резки» с визуализацией (#3465)
2026-06-18T15:23:33+00:00,2026-06-18T18:23:33+03:00,issue,ideav,3467,,,Создать папку для шаблонов templates/xcom и рабочее место mass_match.html
2026-06-18T18:33:55+00:00,2026-06-18T21:33:55+03:00,pr_merged,konard,3466,,yes,feat(atex): рабочее место «Расчёт оптимальной резки» с визуализацией (#3465)
2026-06-18T18:33:55+00:00,2026-06-18T21:33:55+03:00,commit,konard,,8efd038d,,feat(atex): рабочее место «Расчёт оптимальной резки» с визуализацией (#3465) (#3466)
2026-06-18T18:52:06+00:00,2026-06-18T21:52:06+03:00,pr_created,unidel2035,3469,,,refactor(xcom): вынести ассеты «массового подбора» в download/xcom
